name,xmin,ymin,xmax,ymax,score
10106/929085221.png,12,655,1875,2034,0.95298946
10116/1470873094.png,58,892,1639,2038,0.9208772
10116/472095321.png,142,2,1582,914,0.96156937
10116/527043166.png,407,1039,1910,2048,0.95641994
10116/539757861.png,99,7,1631,1006,0.9242273
10119/1854075671.png,251,1183,1783,2045,0.95253843
10119/394215927.png,444,1467,1631,2041,0.9483939
10119/494229141.png,389,0,1569,591,0.9454779
10119/50833170.png,172,3,1804,863,0.95894843
10122/1732550501.png,270,4,1727,852,0.93931204
10122/612913905.png,248,1195,1708,2045,0.9453874
10122/722196386.png,176,0,1650,812,0.95990825
10122/828772252.png,34,1170,1622,2045,0.9467259
10124/1891054212.png,239,23,1678,1559,0.93050873
10124/1919498169.png,23,594,1923,2034,0.95532006
10124/2029770528.png,35,0,1958,1532,0.95539576
10124/473162373.png,287,353,1744,1981,0.927728
10126/1035012441.png,236,981,1623,2041,0.94572973
10126/1495487293.png,113,1,1757,812,0.9594398
10126/1987272730.png,180,2,1817,986,0.965917
10126/23590109.png,44,3,1741,1077,0.9515884
10126/677689694.png,176,1164,1741,2046,0.9600534
10126/808365199.png,290,1295,1853,2045,0.95780617
10130/1013166704.png,56,4,1779,1501,0.9502791
10130/1165309236.png,130,0,1964,1256,0.9624634
10130/1360338805.png,187,963,1840,2045,0.95587164
10130/1672636630.png,324,864,1747,2037,0.9542198
10130/2110820077.png,247,53,1865,1710,0.93974316
10130/388811999.png,54,1028,1581,2045,0.9537006
10130/613462606.png,406,894,1753,2044,0.9407475
10132/1646384157.png,207,0,1716,1011,0.95692104
10132/2137344394.png,302,1111,1687,2044,0.95095646
10132/441108517.png,257,1077,1725,2044,0.9504267
10132/726735438.png,289,2,1812,1033,0.9559555
10136/1520248094.png,165,204,1838,2028,0.9327401
10136/1626006836.png,60,474,1909,2040,0.9582783
10136/1638919168.png,41,21,1698,1730,0.9413728
10136/912156277.png,125,0,1889,1535,0.9527904
1014/1173679750.png,149,890,1906,2046,0.95165664
1014/229558076.png,70,753,1695,2039,0.9392308
1014/629904228.png,143,10,1746,1326,0.9449709
1014/669597068.png,104,5,1801,1243,0.9494789
10144/1260861056.png,43,3,1988,1401,0.95485467
10144/1516077730.png,49,894,1964,2046,0.9564832
10144/1830062849.png,34,3,1994,1054,0.959627
10144/816393025.png,58,562,1935,2033,0.9576826
1015/114671324.png,120,1,1783,907,0.95977265
1015/1622207304.png,451,895,1925,2052,0.8927801
1015/33561657.png,34,11,1784,1154,0.90417176
1015/864576083.png,371,1210,1915,2045,0.9532287
10151/1779471194.png,148,829,1933,2046,0.95643896
10151/1827497738.png,67,928,1714,2047,0.95970136
10151/2056985886.png,100,0,1654,1074,0.9553212
10151/2062101003.png,234,7,1910,1201,0.9532163
10152/1280087654.png,54,8,1698,1279,0.95057476
10152/1774592645.png,44,815,1711,2039,0.9491368
10152/2113019561.png,109,2,1901,1150,0.96300167
10152/853416701.png,137,1009,1820,2046,0.9542582
10153/107381562.png,452,4,2039,1055,0.9513421
10153/139226895.png,120,2,1891,1052,0.9574792
10153/481841246.png,315,981,1972,2043,0.9478281
10153/871078482.png,183,1123,1954,2047,0.9516619
10175/1352374842.png,168,21,1912,1652,0.95010275
10175/194880525.png,10,599,1967,2033,0.95315397
10175/611694376.png,47,384,1947,2035,0.95272255
10175/782975270.png,151,10,1968,1395,0.9532176
10179/2015481666.png,223,849,1984,2044,0.9479536
10179/610638958.png,129,764,1852,2037,0.9417358
10179/760010915.png,71,5,1821,1234,0.953762
10179/873499971.png,58,1,1936,1187,0.8933572
10182/1053754853.png,273,8,1790,1025,0.9490479
10182/1064702099.png,294,1149,1859,2045,0.94944537
10182/688385543.png,352,1007,1852,2046,0.9519007
10182/868301138.png,168,2,1845,927,0.9498728
10183/1087195608.png,337,22,1771,1453,0.9400655
10183/168739237.png,120,0,1954,1529,0.9491906
10183/579841204.png,352,644,1752,2012,0.93669564
10183/653493113.png,94,668,1844,2039,0.9442893
10185/1385708909.png,126,0,1932,738,0.94238424
10185/1562056186.png,118,1315,1974,2040,0.93880576
10185/1692821032.png,282,0,1806,726,0.9555329
10185/2030427504.png,204,1209,1927,2045,0.94703025
10185/2099794251.png,260,5,1905,848,0.956131
10185/568324157.png,295,1343,1755,2046,0.95141286
10188/109667135.png,221,1,1815,1023,0.9609981
10188/1393196107.png,232,1000,1869,2049,0.9578674
10188/1481469520.png,21,3,1799,1169,0.959666
10188/441197449.png,111,2,1834,1064,0.9650844
10188/593476281.png,172,920,1956,2046,0.95903116
10188/670741863.png,18,806,1796,2042,0.9567508
10198/1197226360.png,237,1122,1752,2046,0.9543688
10198/1273945534.png,281,902,1793,2046,0.9464579
10198/246097133.png,333,9,1872,1221,0.94844806
10198/330164653.png,197,0,1806,1037,0.9612436
10200/134267365.png,357,1278,1794,2047,0.9481062
10200/1422756511.png,70,3,1760,920,0.94709426
10200/161478494.png,197,0,1689,843,0.9553089
10200/1620368761.png,180,4,1541,923,0.94861615
10200/534538517.png,396,0,1764,781,0.9540326
10200/570041037.png,206,2,1532,919,0.9511037
10200/600223902.png,128,1124,1670,2043,0.9517928
10200/846834855.png,292,1252,1760,2047,0.95799685
10208/1248063999.png,178,1,1921,994,0.96451366
10208/1922025927.png,103,1004,1881,2045,0.9528651
10208/638273415.png,70,2,1904,1063,0.95767665
10208/74874399.png,181,1092,1966,2048,0.9601445
10215/1345293036.png,247,733,1768,2031,0.94397485
10215/1856209291.png,168,16,1752,1311,0.9448771
10215/2114415931.png,181,10,1838,1310,0.947372
10215/328866680.png,377,827,1883,2044,0.9440672
10217/1241697021.png,304,11,1694,1296,0.9458027
10217/1564477624.png,296,2,1747,1186,0.94695497
10217/1811094004.png,211,837,1584,2040,0.95073974
10217/1955750733.png,411,903,1823,2046,0.9501779
10219/1331256002.png,67,795,1919,2044,0.9549216
10219/657488461.png,131,16,1881,1387,0.95302093
10219/968602692.png,172,5,2013,1305,0.95616883
10219/997207804.png,99,668,1802,2028,0.94218814
10223/1260916210.png,136,1097,1949,2049,0.95917207
10223/2089528200.png,358,1270,1826,2046,0.9463722
10223/232125477.png,405,0,1825,774,0.954279
10223/606379838.png,180,3,1985,979,0.9637834
10224/1530859311.png,55,829,1897,2041,0.95563334
10224/1800447452.png,190,6,1753,1299,0.9389187
10224/1816646966.png,288,681,1811,2036,0.9339318
10224/385596666.png,88,0,1973,1155,0.9613939
10226/1943220805.png,295,973,1786,2047,0.9513716
10226/309353373.png,339,976,1793,2046,0.95130676
10226/348710745.png,116,959,1528,2041,0.9473016
10226/461614796.png,68,4,1502,1082,0.9457369
10226/530620473.png,233,4,1780,1082,0.95613
10226/806376890.png,184,995,1485,2040,0.9472482
10232/1119917037.png,90,1103,1868,2047,0.96083874
10232/1570900031.png,122,976,1763,2042,0.9556806
10232/678220517.png,34,4,1788,1127,0.9492909
10232/81785330.png,140,3,1992,983,0.96312094
10234/173054723.png,94,0,1301,723,0.957206
10234/287294454.png,112,1162,1334,2043,0.9573049
10234/376486299.png,299,0,1545,805,0.95590824
10234/738945317.png,360,1237,1656,2043,0.956212
10234/76952917.png,331,1174,1534,2044,0.95627874
10234/853328202.png,340,0,1674,743,0.95933247
10240/182563372.png,63,0,1813,798,0.95906866
10240/367024983.png,6,1375,1622,2044,0.9541296
10240/56090001.png,284,1174,1919,2044,0.95300716
10240/780619415.png,136,1371,1797,2045,0.953919
10240/797464102.png,241,4,1954,981,0.95169705
10243/130367763.png,185,0,1589,726,0.9571443
10243/1424382547.png,315,1300,1845,2045,0.9493587
10243/1716961366.png,269,1,1731,756,0.95636225
10243/1797657520.png,451,1326,1857,2045,0.95297766
1025/1122776493.png,374,1161,1630,2041,0.9381321
1025/1803952236.png,494,3,1795,975,0.93698573
1025/347069540.png,354,1225,1935,2044,0.95029336
1025/773597682.png,147,3,1797,876,0.9532588
10257/1175631809.png,129,0,1723,743,0.95917845
10257/2115565725.png,259,1159,1929,2043,0.9510149
10257/30554088.png,527,1,1989,862,0.93949014
10257/881381894.png,234,1356,1679,2044,0.95515823
1026/2128921996.png,129,3,1789,1073,0.96077424
1026/214017695.png,143,970,1893,2046,0.9645602
1026/633991369.png,36,872,1722,2043,0.9509578
1026/699715160.png,18,9,1714,1219,0.95238113
10267/1551265301.png,155,1086,1878,2049,0.9602346
10267/1586610920.png,163,2,1879,980,0.965239
10267/56268394.png,132,5,1677,1094,0.95383215
10267/647260524.png,39,993,1620,2042,0.953995
10273/1646352463.png,77,963,1709,2043,0.9532422
10273/1908533878.png,48,10,1559,1188,0.94435436
10273/424132168.png,221,1,1712,1075,0.94904816
10273/966712981.png,261,1045,1776,2044,0.949157
1028/1355572672.png,58,722,1973,2038,0.9522676
1028/1485541548.png,123,809,1773,2040,0.94330037
1028/1854424773.png,89,584,2072,2047,0.9334933
1028/315268478.png,87,0,1914,1589,0.93730915
1028/759950512.png,27,2,1927,1344,0.9581138
10282/1037740142.png,131,980,1943,2045,0.95670575
10282/1276521957.png,105,801,1917,2040,0.95677
10282/568719755.png,72,1,1949,1109,0.9639242
10282/583994756.png,115,3,2004,1012,0.9596504
10285/100557098.png,258,0,1741,734,0.95264775
10285/191757584.png,198,1383,1632,2042,0.9431444
10285/497635722.png,173,1,1779,739,0.9494756
10285/600548622.png,59,1356,1662,2044,0.9428537
10285/89959336.png,29,0,1664,758,0.946964
10289/1092321039.png,216,681,1730,2034,0.9378869
10289/1390886438.png,346,506,1890,2020,0.93794477
10289/1616844775.png,193,19,1943,1607,0.94655764
10289/1934928587.png,197,5,1822,1433,0.9411975
10289/906075357.png,282,8,2039,1327,0.9401991
10302/1112446556.png,229,1142,1935,2045,0.9546739
10302/2015998330.png,188,1168,1791,2046,0.95259416
10302/2031965671.png,212,1,1862,862,0.960496
10302/811524217.png,228,3,1931,927,0.95044947
10308/1191653623.png,172,1324,1782,2046,0.9454554
10308/1338698598.png,31,4,1479,750,0.925922
10308/1410110630.png,233,0,1724,703,0.9480811
10308/410927059.png,24,1310,1373,2043,0.91246593
10309/1129330972.png,137,1,1993,1044,0.9628379
10309/1939297152.png,69,905,1853,2044,0.95219874
10309/2092413338.png,31,1,1894,1172,0.9635497
10309/460731589.png,142,1043,1927,2046,0.9582219
10309/773335403.png,80,900,1925,2041,0.95247114
10314/105198807.png,252,14,1688,1324,0.94596666
10314/1055648343.png,110,864,1909,2042,0.954155
10314/1537834356.png,231,7,1788,1278,0.9454086
10314/2040932567.png,151,694,1726,2038,0.9460868
10314/410335114.png,173,776,1789,2044,0.9405958
10315/1136454717.png,150,3,1788,964,0.95459336
10315/269672479.png,132,907,1872,2044,0.9534781
10315/846483466.png,98,865,1695,2036,0.91398
10315/934274352.png,524,5,1685,1003,0.9399586
10317/1899347591.png,626,1177,2043,2042,0.9198115
10317/202172694.png,9,12,1705,1243,0.9524063
10317/226635741.png,199,938,1976,2046,0.95237505
10317/428643313.png,153,807,1750,2041,0.9462956
10317/511412275.png,117,2,1941,1015,0.96044505
10322/122029770.png,283,1,1728,777,0.9562175
10322/1636548689.png,224,1260,1595,2043,0.94772005
10322/271915518.png,211,4,1628,869,0.953762
10322/642026249.png,208,1212,1561,2042,0.9395656
10324/1430620887.png,26,904,1421,2043,0.94828314
10324/244315935.png,46,797,1769,2043,0.9479433
10324/32340277.png,81,5,1894,1271,0.9599967
10324/329930293.png,119,849,1925,2042,0.9591866
10324/540973699.png,0,8,1423,1192,0.95011336
10324/690183.png,201,9,1822,1260,0.95305026
10328/1364372717.png,509,917,1807,2043,0.93114966
10328/1736269045.png,274,842,1567,2040,0.93472683
10328/1755472423.png,297,855,1573,2037,0.95357
10328/18283890.png,249,0,1591,961,0.9539806
10328/1965875438.png,355,0,1697,1006,0.94970673
10328/579269355.png,313,3,1556,1034,0.95418614
10329/1074071142.png,332,999,1862,2048,0.95127875
10329/1158668756.png,272,5,1942,1142,0.9490509
10329/1474367410.png,92,10,1622,1237,0.94136655
10329/768553797.png,28,818,1579,2042,0.9417219
10335/10344577.png,148,7,2011,1270,0.94913095
10335/1152574310.png,360,9,1772,1269,0.9512566
10335/1376911215.png,444,963,1892,2043,0.9548493
10335/1765678748.png,413,1007,1881,2046,0.9525733
10335/1792651296.png,12,1024,1682,2047,0.9539463
10335/817917685.png,186,1089,1817,2048,0.9586545
10342/1523044954.png,182,14,1756,1302,0.946149
10342/1981230598.png,130,0,1823,1172,0.95760524
10342/430541765.png,73,908,1790,2044,0.9507121
10342/628578547.png,170,954,1824,2047,0.95037216
10353/168349573.png,123,0,1508,1217,0.94078946
10353/2117286916.png,78,0,1804,1189,0.9582566
10353/592622773.png,310,1085,1619,2046,0.94535375
10353/645370737.png,65,906,1765,2045,0.95341337
10353/960210414.png,27,0,1665,1198,0.95425993
10355/1267218609.png,64,6,1566,876,0.95069987
10355/463657213.png,160,1216,1606,2042,0.9456968
10355/709932584.png,294,1298,1589,2045,0.95598644
10355/97437092.png,407,0,1726,711,0.9595399
10359/1258341390.png,70,18,1813,1323,0.9555145
10359/715444975.png,51,826,1728,2040,0.94849604
10359/730115633.png,210,900,1860,2048,0.9391157
10359/980863334.png,164,4,1751,1235,0.9431354
1036/1146730438.png,410,1249,1665,2042,0.9347243
1036/1595878948.png,294,1404,1540,2042,0.94679177
1036/264030060.png,436,0,1689,683,0.9379161
1036/415224688.png,442,1,1779,806,0.9497707
10363/1410402096.png,36,0,1673,742,0.95324963
10363/200204124.png,88,1207,1845,2046,0.95029336
10363/20361962.png,390,1374,1902,2044,0.9538545
10363/320937539.png,265,0,1810,672,0.95927006
10363/796891575.png,225,1,1969,781,0.9570669
10366/1287125665.png,201,1152,1591,2044,0.9513421
10366/1780242012.png,222,1003,1453,2038,0.9497436
10366/1821210282.png,369,0,1714,899,0.9530875
10366/990010942.png,332,5,1458,949,0.9499743
10383/1029220548.png,197,11,1810,1366,0.9490027
10383/1462763221.png,292,752,1704,2034,0.9414545
10383/734190660.png,155,19,1737,1414,0.9399156
10383/979073792.png,209,746,1815,2042,0.94340813
10385/1395875627.png,49,578,1975,2040,0.9559619
10385/1707901637.png,222,33,1847,1536,0.9372796
10385/500026908.png,76,362,1903,2045,0.94566524
10385/5847464.png,83,1,1990,1481,0.9550549
10388/1274003489.png,69,1,1752,1065,0.95880544
10388/1645335117.png,262,9,1791,1214,0.9485201
10388/506789354.png,85,1029,1815,2048,0.9600024
10388/813841220.png,157,881,1847,2045,0.95499057
10391/107387824.png,66,1001,1605,2042,0.94529533
10391/1562294445.png,233,1187,1673,2045,0.9488373
10391/2065907363.png,62,7,1735,1103,0.9451358
10391/265003236.png,132,4,1776,934,0.94905025
10394/1800181181.png,62,0,1907,1776,0.943882
10394/318462651.png,50,359,1877,2042,0.95177555
10394/702432837.png,13,583,1917,2034,0.9533449
10394/755937784.png,20,0,1946,1516,0.95451605
10399/1044358626.png,225,1336,1835,2042,0.9392274
10399/1143020456.png,44,5,1767,1164,0.9555202
10399/1470470799.png,181,1391,1660,2042,0.95150405
10399/1589397165.png,152,0,1972,1065,0.9685405
10399/2075351475.png,19,3,1715,1053,0.96170884
10399/52510266.png,144,1351,1827,2044,0.9434342
10399/863598426.png,172,1433,1680,2046,0.9451842
10401/1210942.png,152,984,1828,2045,0.9584887
10401/282562525.png,41,7,1644,1173,0.95162666
10401/406488256.png,11,1039,1503,2044,0.9543693
10401/663924224.png,82,4,1752,1100,0.9586875
10401/848307133.png,60,934,1770,2042,0.9547297
10404/210290083.png,26,16,1769,1348,0.9531224
10404/359381091.png,102,868,1785,2047,0.9565464
10404/451676567.png,51,2,1740,1195,0.9578305
10404/755155550.png,45,682,1768,2029,0.9478879
10406/1121301491.png,172,2,1845,907,0.964587
10406/1205849672.png,327,4,1568,1091,0.9543766
10406/1622454506.png,296,903,1651,2039,0.9454923
10406/1905942887.png,99,1038,1785,2047,0.96214825
10406/233967803.png,115,996,1663,2047,0.9571783
10406/939620685.png,270,0,1790,990,0.95489275
10407/1058522855.png,102,710,1958,2039,0.9533009
10407/1135251528.png,288,394,1945,2035,0.9384768
10407/1933285880.png,185,25,1881,1479,0.93792784
10407/500757323.png,89,4,1898,1228,0.958481
10412/1057358723.png,170,0,1880,781,0.9573658
10412/1684750750.png,87,1181,1674,2042,0.9470675
10412/1920937168.png,67,4,1692,907,0.94463426
10412/943940352.png,151,1309,1854,2046,0.94510967
10413/1049168020.png,478,1407,1626,2043,0.5272773
10413/1568630875.png,473,1518,1688,2045,0.9412665
10413/1857770116.png,567,0,1602,650,0.70429534
10413/399708079.png,454,0,1717,594,0.9507416
10424/1558204418.png,101,981,1688,2046,0.9558821
10424/2043709714.png,296,2,1733,1037,0.9524256
10424/352857742.png,135,2,1685,1005,0.9564994
10424/469144900.png,219,933,1713,2043,0.95283204
10426/1152537223.png,34,6,1764,1130,0.95541704
10426/1202516335.png,50,904,1866,2046,0.96331143
10426/309617940.png,86,1,1934,1099,0.9671516
10426/41545409.png,107,934,1682,2044,0.9504074
10428/1200075231.png,159,919,1902,2044,0.9617816
10428/1413555772.png,83,3,1882,1150,0.9623469
10428/305757738.png,58,719,1812,2035,0.9552938
10428/590386476.png,51,10,1708,1276,0.95391643
10429/100456375.png,62,996,1706,2039,0.93832374
10429/1143939493.png,212,3,1834,904,0.95417255
10429/1158601631.png,341,6,1753,1039,0.950712
10429/302441515.png,305,1209,1834,2045,0.95573086
10432/1434858530.png,391,22,1664,1330,0.9441851
10432/1540201051.png,127,911,1884,2046,0.95467776
10432/458553546.png,59,3,1865,1218,0.95653117
10432/956574704.png,381,1260,1662,2043,0.9345374
10432/958479048.png,190,798,1577,2037,0.9380791
10434/1472025660.png,250,1257,1865,2046,0.9552912
10434/2099267783.png,142,1171,1899,2044,0.9595467
10434/220345088.png,131,3,1762,839,0.95964223
10434/464392024.png,88,7,1876,918,0.9636611
10438/1529704776.png,66,1303,1830,2045,0.91683125
10438/216744820.png,88,0,1729,783,0.95013887
10438/571236541.png,36,1210,1706,2045,0.89975315
10438/681193324.png,53,1,1811,899,0.92902386
10439/1463218401.png,320,884,1707,2043,0.9306103
10439/1648906763.png,202,0,1595,1110,0.93986684
10439/1825831835.png,241,866,1576,2041,0.9442934
10439/620367422.png,281,3,1503,1098,0.94794667
10439/905279085.png,213,0,1550,1095,0.9430103
10442/1119390120.png,60,155,1566,2130,0.9063958
10442/1605097365.png,277,63,1974,2069,0.9185666
10442/1755756186.png,3,106,1653,2059,0.91823685
10442/1833418626.png,31,64,1701,2024,0.92535543
10442/1962451444.png,0,54,1501,2052,0.90214014
10442/2078023734.png,299,41,1892,2056,0.8999972
10442/342203223.png,368,0,2025,1776,0.9350387
10442/506148695.png,112,206,2027,2062,0.9378576
10442/560290012.png,185,103,1956,2105,0.9137382
10442/604882069.png,57,58,1828,1996,0.93326473
10442/652344784.png,640,219,2027,1983,0.9230942
10445/1559303163.png,99,6,1884,1112,0.9441669
10445/215007914.png,89,4,1805,987,0.9601124
10445/224398130.png,328,945,1724,2040,0.94644
10445/38118563.png,254,1101,1885,2047,0.954223
1045/1019464609.png,453,9,2034,1518,0.93397194
1045/1615526326.png,168,30,1591,1611,0.9281691
1045/1628226958.png,487,501,2031,2025,0.9324156
1045/2094031022.png,253,9,1885,1437,0.94517314
1045/244638404.png,165,294,1881,2031,0.9388155
1045/65932486.png,98,539,1918,2036,0.9572946
10468/1159975979.png,203,0,2026,1032,0.9669121
10468/1400960750.png,293,1145,1989,2050,0.95550007
10468/243972300.png,93,1039,1938,2045,0.944583
10468/435970835.png,72,3,2036,1077,0.9445145
10478/1098479350.png,292,2,1939,800,0.8047867
10478/1389453581.png,342,1366,1699,2046,0.93931293
10478/1433107117.png,167,1337,1877,2047,0.9311256
10478/2132183945.png,371,0,1755,744,0.9558203
10483/1796704277.png,410,0,1766,836,0.9435208
10483/1928261565.png,365,2,1888,829,0.9353708
10483/263874372.png,269,1143,1559,2040,0.9450605
10483/380791204.png,560,1105,1918,2047,0.87572813
10486/1788153356.png,196,937,2023,2045,0.94963056
10486/187863936.png,68,3,1979,1252,0.95903116
10486/1912892276.png,58,814,1878,2038,0.9503454
10486/959419970.png,46,8,2003,1330,0.953065
10487/1168228782.png,184,510,1618,2037,0.92832065
10487/1191992815.png,193,840,1903,2045,0.95367
10487/1489925365.png,140,8,1705,1439,0.9330714
10487/1834610684.png,8,4,1814,1320,0.9599395
10489/1173887795.png,72,793,1968,2042,0.9538368
10489/1519548566.png,247,1441,1963,2044,0.93701416
10489/1539130972.png,9,15,1850,1313,0.9577034
10489/1735032149.png,13,0,1961,1173,0.95680314
10489/1868605498.png,75,644,2035,2034,0.94812214
10489/1929933231.png,214,1,1877,532,0.9554652
10494/242757006.png,233,765,1849,2038,0.94831485
10494/303135972.png,202,930,1942,2047,0.95582515
10494/602064354.png,203,7,1657,1166,0.9511358
10494/7384380.png,299,1,2006,1040,0.9650403
105/1232990271.png,116,1,1550,782,0.9541412
105/1934323665.png,277,1329,1711,2045,0.953454
105/397491913.png,355,0,1750,764,0.9575131
105/928983724.png,57,1264,1488,2041,0.950617
10506/103041172.png,72,943,1716,2042,0.9485211
10506/1044731216.png,235,1029,1938,2048,0.9574225
10506/1226238477.png,73,3,1885,1146,0.95247763
10506/748357157.png,120,3,1891,1094,0.954528
10508/1293069120.png,303,0,1785,660,0.94624543
10508/1298003263.png,321,1406,1818,2040,0.94641685
10508/138237689.png,78,0,1662,673,0.9370137
10508/358150530.png,334,1388,1749,2046,0.91262525
10509/1256306591.png,305,0,1668,633,0.9595929
10509/1470208442.png,129,1373,1710,2044,0.9450669
10509/886311992.png,104,1510,1622,2044,0.9346556
10509/930382814.png,127,1,1887,710,0.9372941
10509/936451802.png,348,1523,1679,2044,0.9486124
10512/1338858456.png,69,4,1840,1165,0.95045394
10512/457122509.png,88,1036,1804,2045,0.9543755
10512/474818568.png,124,879,1762,2043,0.9506583
10512/742723588.png,276,4,1986,1009,0.9622513
10514/1196389201.png,132,3,1882,1107,0.9657453
10514/1887797144.png,95,11,1694,1233,0.9489748
10514/415339637.png,20,846,1608,2040,0.9477963
10514/840398035.png,123,1011,1894,2050,0.9631301
10521/1193161941.png,278,1519,1735,2041,0.9502969
10521/454570641.png,36,3,1518,624,0.9052437
10521/641112065.png,56,1448,1637,2043,0.9403912
10521/936270029.png,387,0,1852,509,0.952783
10523/1235422671.png,117,9,1973,1310,0.94763684
10523/1351457948.png,117,2,1947,1248,0.958456
10523/1509492099.png,71,13,1777,1334,0.9510727
10523/298258103.png,118,724,1959,2040,0.94798994
10523/899934324.png,97,612,1685,2018,0.9448527
10526/1505027709.png,153,9,2009,1494,0.9489873
10526/1782974695.png,29,4,1786,1277,0.9607675
10526/376934385.png,63,8,1911,1345,0.95852
10526/657541655.png,43,726,1834,2037,0.9526641
10526/880953279.png,185,601,1733,2024,0.93465984
10528/1472804609.png,220,3,1616,1050,0.9231749
10528/2124356768.png,71,1122,1483,2044,0.9463704
10528/327820676.png,233,0,1620,848,0.953088
10528/463069660.png,52,959,1643,2037,0.91212535
10528/545142706.png,270,1102,1762,2048,0.9542763
10528/92612954.png,186,1,1749,920,0.95590866
10529/1028645269.png,198,916,1722,2042,0.9426837
10529/1255494251.png,96,3,1836,1274,0.9409909
10529/1467583803.png,141,18,1598,1352,0.9397184
10529/454647136.png,62,808,1571,2040,0.9379065
10534/1726763733.png,313,5,1776,1042,0.95219857
10534/1922586609.png,420,1030,1788,2045,0.9468424
10534/547002624.png,303,3,1687,1030,0.94351196
10534/93022595.png,279,996,1642,2041,0.9466628
10537/1114020156.png,63,7,1566,1046,0.93836904
10537/1403047837.png,438,1016,1662,2041,0.9347186
10537/1640741023.png,385,1131,1817,2046,0.93921024
10537/331669375.png,271,0,1739,937,0.9572461
10539/1966160745.png,168,0,1911,1174,0.96429855
10539/2105488733.png,125,812,1937,2043,0.96101326
10539/480140916.png,241,7,2039,1265,0.96595186
10539/496629515.png,189,910,1895,2047,0.9590968
10539/807551796.png,169,1020,2018,2045,0.9437457
10541/1123120156.png,315,3,1678,1185,0.94478154
10541/1172474710.png,251,6,1572,1183,0.9506848
10541/1361622846.png,168,888,1513,2042,0.95041037
10541/2115335504.png,356,927,1617,2044,0.9405276
10550/1612042178.png,83,616,1882,2028,0.95300126
10550/228058748.png,354,19,1802,1422,0.9408641
10550/464634736.png,68,5,1927,1437,0.958226
10550/996244578.png,49,691,1919,2035,0.9548338
10552/120352291.png,6,640,1859,2033,0.9603542
10552/1452156918.png,89,638,2007,2038,0.9513998
