name,xmin,ymin,xmax,ymax,score
0089db766396d0df4406d46cd6107b58_70344c1fc8ac0185eabb0f793dda3a40.png,47,1,1535,655,0.88087875
008b8e61390fcb4c0873258c15b0a53a_63d3f4fe3f265d310a1023bcf8336a49.png,529,1,1461,498,0.902248
008b8e61390fcb4c0873258c15b0a53a_b25443ab817d5590d25b733c1e59192d.png,491,0,1526,560,0.9322382
008b8e61390fcb4c0873258c15b0a53a_e13c80239d7714e3d964b5f3e37bcff6.png,14,1567,1414,2045,0.34337714
008b8e61390fcb4c0873258c15b0a53a_f1f79501410a98782c0a03b48e66df83.png,195,1527,1165,2047,0.9385832
0094c131716a68e40576375e98917c62_01d524575ad7f3be2080305dc1dedc07.png,197,1440,1441,2046,0.9441692
0094c131716a68e40576375e98917c62_2bb372e5885a059f6633f013b645814e.png,30,1387,1533,2042,0.92605597
0094c131716a68e40576375e98917c62_3f7902ae65b8a5873af88994cd581048.png,292,2,1650,631,0.9021877
0094c131716a68e40576375e98917c62_f3c400ef93ef644d8c83fbe2f6431f7a.png,463,0,1685,570,0.9472256
00a369b4ec1e5e0ff34e6bd838e5f2d6_2feab51140b38f9ec90e17b7006501b2.png,327,1,1632,802,0.94501096
00a369b4ec1e5e0ff34e6bd838e5f2d6_b70e49d5e28ad1ac33920a9b641c7b8f.png,322,1224,1720,2041,0.93085825
00a369b4ec1e5e0ff34e6bd838e5f2d6_e851ee79457fd5251b630a54ec061cad.png,406,1288,1737,2044,0.95249957
00a369b4ec1e5e0ff34e6bd838e5f2d6_f3cbed97f4bb7897467e1e8bab45966e.png,289,0,1615,752,0.9581822
00a7a306c763ab5f0cb6a846825b7d04_274942d5c9036c89aca0b16a36d2b076.png,8,1053,1462,2042,0.94355524
00a7a306c763ab5f0cb6a846825b7d04_2ce50597d3a7711d30b9ec3a0aa25623.png,89,1068,1839,2042,0.9300586
00a7a306c763ab5f0cb6a846825b7d04_6c4c8ea04f9fd60b26e6480d988c1e58.png,52,3,1558,1045,0.9518144
00a7a306c763ab5f0cb6a846825b7d04_c7ae763953bfd86e922d9259e2c7afc7.png,48,3,1840,1036,0.88306046
00ba2f2c0cd9a34af770eb252f3a56ce_1095b6e3fd733c527a98c2ee2df95e5c.png,301,1351,1542,2045,0.94255006
00ba2f2c0cd9a34af770eb252f3a56ce_15e2d481fa5cc8df2dd0a8a93b766e53.png,317,1347,1291,2040,0.90604097
00ba2f2c0cd9a34af770eb252f3a56ce_72d20831d21655aad8aed88dcddd3b6e.png,412,1,1622,648,0.94969076
00ba2f2c0cd9a34af770eb252f3a56ce_87fc5ac0e9db92007763e0a2e3169fd2.png,317,0,1295,688,0.921471
00bed569a272c750cf03b561886a1489_301b80e57a43396e83531adc55d7a915.png,31,0,1373,565,0.92037374
00bed569a272c750cf03b561886a1489_cf71975732419786732a6c0f9c106868.png,364,0,1512,515,0.9392245
00bed569a272c750cf03b561886a1489_e1e3a1b05f653d079456944ac00a8167.png,414,1524,1566,2045,0.9397514
00bed569a272c750cf03b561886a1489_e62a7565b193d358dbd6986e918e4a15.png,18,1518,1395,2040,0.9071982
00c3c05f7ff415d71fae16ae999c178d_033e4f9ee05749cd591c958aa873dc8b.png,330,0,1407,539,0.93826795
00c3c05f7ff415d71fae16ae999c178d_3036c524e9b84d03d91630b2b4f4ce9c.png,526,0,1553,536,0.9120925
00c3c05f7ff415d71fae16ae999c178d_e1f62ad3c8a8a42d2f93826654385a11.png,429,1548,1568,2045,0.9308693
00c3c05f7ff415d71fae16ae999c178d_ff03cd3501d931e245db01ad363fc6ef.png,309,1541,1564,2039,0.93363535
00d888649670af0a057b18fddbb42276_19cfe58427dd1f071ffa8573b7b8c4a8.png,397,0,1638,654,0.9389696
00d888649670af0a057b18fddbb42276_4dbeaba60674274ce80f2db0c5b1e4c3.png,199,1370,1528,2042,0.8884272
00d888649670af0a057b18fddbb42276_56dc465df5ef88836f667c85bafef1fe.png,262,0,1532,672,0.9379675
00d888649670af0a057b18fddbb42276_c302d7a071e926ff7c66dc9cc76d00c9.png,401,1398,1623,2045,0.93913424
00dfcde5aaf6cd0aab3c3a0435632b3f_0b0241e1676978a4e5717cb6406f48d1.png,96,1322,1451,2042,0.94794667
00dfcde5aaf6cd0aab3c3a0435632b3f_12c6268d034c1b0112aacd2b4ecb1080.png,338,0,1636,729,0.95081055
00dfcde5aaf6cd0aab3c3a0435632b3f_5a9722cd3728e212505d0636d212a1e4.png,7,1292,1464,2039,0.9310978
00dfcde5aaf6cd0aab3c3a0435632b3f_8a07d099fdc4ffd84cbda873b72f461d.png,0,0,1453,733,0.9356056
00f826160094668f09b06ec671efe0ab_3f5881562b7c9dad948627bc452bb0f4.png,526,1,1720,533,0.9400029
00f826160094668f09b06ec671efe0ab_41339781b03487a1927a680a2d55cccd.png,134,2,1489,619,0.7220545
00f826160094668f09b06ec671efe0ab_ceed80099ec9879abdf67c16122df14e.png,147,1400,1641,2045,0.8925559
00f826160094668f09b06ec671efe0ab_da47364626596297303e23c158ab5af2.png,0,1416,1610,2047,0.81295884
00fe39c6d1283a7bec1c3335f54e53d9_18592072127489c28e8602cec386c367.png,47,6,1757,918,0.93841726
00fe39c6d1283a7bec1c3335f54e53d9_2dcd99652a23beafbf51ac2436a13f8b.png,283,0,1619,776,0.9525285
00fe39c6d1283a7bec1c3335f54e53d9_9ba03f419fc29686014be75565900c55.png,67,1279,1750,2047,0.9367149
00fe39c6d1283a7bec1c3335f54e53d9_f736e554fb2a3e37e4ef313ba00431c9.png,113,1305,1584,2042,0.9267945
00fff3f5e68727ee9a2cceeefee31bb9_6fbd1ca678eb143c893b5cf07b844d09.png,537,1272,1935,2043,0.8938593
00fff3f5e68727ee9a2cceeefee31bb9_81919f88215ae0efaa74ae2c494c4f73.png,578,0,1839,715,0.93274266
00fff3f5e68727ee9a2cceeefee31bb9_bfc5a7b2eda1db5cb794779d75de0b12.png,835,0,2019,717,0.89251333
00fff3f5e68727ee9a2cceeefee31bb9_e92f99ecdf4166ed6203897443df6b2b.png,104,1278,1525,2046,0.92735344
010b32cff9ab0bdb25b7e11b6e58ed1b_49d7c3cce3b68934ecdd22f59285efff.png,266,0,1571,697,0.9501519
010b32cff9ab0bdb25b7e11b6e58ed1b_4d22767646fb299be3e81099bd81c66d.png,458,1296,1597,2040,0.93070906
010b32cff9ab0bdb25b7e11b6e58ed1b_85c4a311b23757a019cbe030428e7aff.png,418,1,1501,716,0.9292285
010b32cff9ab0bdb25b7e11b6e58ed1b_c15ec52f628e6e423689e49ed09273f1.png,253,1377,1444,2042,0.9422631
0117683d9cb57d2c9f2ae5f9b3da9b7c_0aeaad2300198408620b240bfb60918f.png,206,0,1330,631,0.9356699
0117683d9cb57d2c9f2ae5f9b3da9b7c_158f37e3648212a575cbad4cacd45eec.png,344,0,1422,700,0.9226389
0117683d9cb57d2c9f2ae5f9b3da9b7c_1828f2d143d33d51e2bd8300cb660ebb.png,430,1519,1488,2039,0.8979149
0117683d9cb57d2c9f2ae5f9b3da9b7c_8a3966dac93a2caaf3e14256898b3da2.png,336,1469,1357,2042,0.93286645
01278b9ca2c9a45dac2d38b219c2ad76_014504a6a552f98219ed0a66550abc14.png,356,1326,1543,2042,0.9234125
01278b9ca2c9a45dac2d38b219c2ad76_0606c06af070531311e7febba2bc125a.png,322,3,1575,638,0.9176987
01278b9ca2c9a45dac2d38b219c2ad76_3b810105f1084dfc702819786b7038f2.png,59,0,1469,640,0.950533
01278b9ca2c9a45dac2d38b219c2ad76_a90acdfa1d70aa104ccf93c2ec78ad55.png,191,1414,1714,2045,0.93749297
012d54f2fd7cd14b44cc76e32c322b37_02bfa44c5d38d04bdb6d6e22b647e6a8.png,253,0,1546,706,0.9486856
012d54f2fd7cd14b44cc76e32c322b37_cc59b280b6e8df33c933cce3d0a460fb.png,284,1364,1540,2043,0.9508817
012d54f2fd7cd14b44cc76e32c322b37_d36990548ec0ddd584e7795839208096.png,50,1311,1530,2043,0.91901344
012d54f2fd7cd14b44cc76e32c322b37_fcbed716342994da2c2926f1eda7df4c.png,59,1,1525,732,0.9356049
012e0595adba5173b6e60a97f9e84b6e_202d1c29785f6327985ffda7100e2265.png,314,1366,1531,2044,0.9498516
012e0595adba5173b6e60a97f9e84b6e_7adeb584564fc161d897a3fc719acd17.png,20,1398,1586,2043,0.85344386
012e0595adba5173b6e60a97f9e84b6e_edb7f6e44809405ec40a9c2537da62e6.png,403,0,1537,645,0.9380442
012e0595adba5173b6e60a97f9e84b6e_f6c7f3c3e03d612002800f20b1282309.png,349,0,1604,665,0.9432184
0131669b757c04bed932969a594a32b0_7472fefcaba6333dca144e9196690adc.png,55,1152,1882,2046,0.88464314
0131669b757c04bed932969a594a32b0_8cf51fb132f323fc9e77bd0fcf56f884.png,126,2,1751,875,0.9652077
0131669b757c04bed932969a594a32b0_da276f01f19f316503454f86dfff2fad.png,23,5,1916,909,0.91301817
0131669b757c04bed932969a594a32b0_ead31c71e819823fd073492995e4fc1f.png,91,1319,1716,2046,0.94147277
01324f08886fb2654cd40d6cc134f5d8_2e65f00c5735903fa619ac0f9084ceff.png,195,1445,1728,2047,0.9465913
01324f08886fb2654cd40d6cc134f5d8_a5920fd9fcc7b53652a5aee37f606211.png,184,0,1531,687,0.952788
01324f08886fb2654cd40d6cc134f5d8_ca15d95c3d57cfc4f0ed096151cc7e27.png,42,0,1686,693,0.8688057
01324f08886fb2654cd40d6cc134f5d8_cdcca24b57291ec433082a4423efc88b.png,49,1354,1816,2046,0.8063236
014d843f13a9d86fec945664e2541fe6_44b20cab46f81d4836d7bcdfba9f5125.png,289,0,1709,729,0.9378913
014d843f13a9d86fec945664e2541fe6_a3abc78b80b104b171f2dd76c215f1a5.png,409,1440,1593,2046,0.9421831
014d843f13a9d86fec945664e2541fe6_b01b8a03a187dca67e4b1d5c64a77e5a.png,315,0,1618,669,0.9483088
014d843f13a9d86fec945664e2541fe6_e82b6324ff951df4158627cf430996b7.png,9,1342,1685,2042,0.86124945
017ff0405a2e9f02831ddb521b3c1a36_54ba7453b15e6f8741559e4da4995c5d.png,354,1306,1733,2045,0.93811643
017ff0405a2e9f02831ddb521b3c1a36_73bbf7f4b61b802f1c27af731bf7dc64.png,341,0,1621,725,0.946743
017ff0405a2e9f02831ddb521b3c1a36_8bfa19ee1c0269107ebdc7b31c7bfc98.png,79,1335,1559,2041,0.8600276
017ff0405a2e9f02831ddb521b3c1a36_e18732b78c14fdb07ce24c85977c0291.png,333,0,1483,679,0.88418555
018745b22cf81ee554e0d9c9147a78ad_7b956df1434ed7921b9e377ecdbf60d0.png,531,1537,1528,2040,0.9114196
018745b22cf81ee554e0d9c9147a78ad_8083259693e90847d21e137516155bab.png,507,1555,1453,2042,0.91961724
018745b22cf81ee554e0d9c9147a78ad_83d89dde5243c74fc0e129d1952f1d68.png,561,0,1442,399,0.76031184
018745b22cf81ee554e0d9c9147a78ad_dcc451349cd225bf8031533b185aecac.png,456,0,1450,408,0.93109024
018a01fd2d10615a6b5c13f4a9389b3e_44c7f09624f93d9b787946e290122fac.png,136,1,1692,725,0.955064
018a01fd2d10615a6b5c13f4a9389b3e_85462e42189a62be66982e281121b46e.png,175,2,1753,791,0.84902734
018a01fd2d10615a6b5c13f4a9389b3e_8e6f22c0c3bd290b61ee69b785f915e8.png,395,1431,1849,2047,0.936144
018a01fd2d10615a6b5c13f4a9389b3e_c3d32dc36523668c3ae06888ec89a300.png,420,1284,1770,2044,0.40977377
018b587a999c3a861c5536547f1d3ecb_17c748761a527f6a5a69137a9d6968c1.png,149,2,1879,1104,0.95972127
018b587a999c3a861c5536547f1d3ecb_1b666a5802b83ef557172c313f9a9097.png,72,992,1892,2045,0.94583493
018b587a999c3a861c5536547f1d3ecb_28e2e1e64145bb07150027e74e3a1fd5.png,27,4,1897,1216,0.9527652
018b587a999c3a861c5536547f1d3ecb_e1541f80863ca9937c6ce90a8510e473.png,102,1046,1852,2047,0.95573217
0196c94d24cccc61a51bd76a3ee581f2_2bd71841baa5f7050fd5b601366f8cab.png,104,0,1532,596,0.95634145
0196c94d24cccc61a51bd76a3ee581f2_3224d5ffd1a157c4e9facbd14b14cc4f.png,39,1406,1683,2046,0.77396625
0196c94d24cccc61a51bd76a3ee581f2_a27fbb6a347cc77511e33de0c14c8bdc.png,92,1,1775,733,0.89655316
0196c94d24cccc61a51bd76a3ee581f2_c2db27d77b0491a96ee57210028580d7.png,197,1432,1458,2046,0.9465864
019ae6282f16d420703877a33123be5e_2d3f9616670e139c1c0fdc30053cbecf.png,349,1029,1832,2046,0.939715
019ae6282f16d420703877a33123be5e_34c2fa2f92dd6ab1d15642031fed604c.png,70,1,1905,1078,0.93758404
019ae6282f16d420703877a33123be5e_8215d9b628d969362d995e87d0fb9650.png,44,2,1808,1057,0.968778
019ae6282f16d420703877a33123be5e_f5d6de39f10e45659119e5808500401b.png,38,1088,1715,2045,0.95915365
01b135a21ab403d288ad4e779590083c_145a7b149ac0daf3cc1586b6fb47352a.png,339,1460,1471,2044,0.94596004
01b135a21ab403d288ad4e779590083c_3e0e83284e65a7c139ff8c1ae31a1169.png,170,1390,1525,2042,0.9117638
01b135a21ab403d288ad4e779590083c_6cbf6d6e77bff395fb5a0b8497869877.png,275,0,1551,718,0.92199445
01b135a21ab403d288ad4e779590083c_9cb37747d4e6aa78840acf04b96ff48d.png,434,0,1609,593,0.9381382
01c3c13f0b852aed00b5147c21d0e649_03b3656c726cbe0d79c86a25d4296559.png,140,0,1482,841,0.9509204
01c3c13f0b852aed00b5147c21d0e649_40a196059322084cbce62642c216b215.png,86,1175,1891,2046,0.9491159
01c3c13f0b852aed00b5147c21d0e649_81bf78c982ca444852fa95af7d96429c.png,94,5,1872,845,0.9311966
01c3c13f0b852aed00b5147c21d0e649_8c7e6e033f0be620335d5287f9396838.png,146,1316,1457,2043,0.9548128
01dc12907d44f53b979e3d1b0fb00d60_2a58d97a6ea265618838352b3f7325f9.png,210,1287,1524,2045,0.92697686
01dc12907d44f53b979e3d1b0fb00d60_566430d42653c70107e338b769876a06.png,303,1,1656,793,0.938908
01dc12907d44f53b979e3d1b0fb00d60_890018cb52bdc41e824b3855d2024c55.png,362,0,1699,772,0.9402906
01dc12907d44f53b979e3d1b0fb00d60_df89dd6e8d2a3903c8da79ab591db08e.png,289,1313,1511,2044,0.9474719
01dd49731329cbe81a9876b583b92f30_7e926509f0c78f79a89d78bdc98d33a4.png,58,3,1594,837,0.94274086
01dd49731329cbe81a9876b583b92f30_8571e19c01c2a737afb8baf1453b7f2e.png,36,1208,1557,2040,0.94144297
01dd49731329cbe81a9876b583b92f30_9f439d9116cfae477ec99c22b86b6af3.png,81,1,1602,768,0.9570342
01dd49731329cbe81a9876b583b92f30_ee4b069d64636bdadb8cc32a081e93a1.png,43,1301,1466,2042,0.94736093
01e354f1ba4b55cff9559b381925e344_07e41b0d9eff2d2f6a884a4ab7f5cdeb.png,105,874,1946,2043,0.95146173
01e354f1ba4b55cff9559b381925e344_4f004e37f1ede6a9c42265faf36894a5.png,177,917,1976,2047,0.9581129
01e354f1ba4b55cff9559b381925e344_acaca3b2072a4792cb26fcf4d57cfcef.png,241,0,2012,1165,0.95240957
01e354f1ba4b55cff9559b381925e344_c825537c8376dde1893b51ece5899204.png,149,4,1983,1154,0.9539294
01e7fed16d2ea510bec1cad53e7069c0_1ff01e9ba48df809fcf46ea7d92b0e6f.png,41,1,1559,560,0.8559663
01e7fed16d2ea510bec1cad53e7069c0_70a90ea95c1d8281450230d4b38fd186.png,0,1495,1666,2044,0.72595644
01e7fed16d2ea510bec1cad53e7069c0_892cd21977cb484e7bdd3460dd439732.png,382,1,1490,539,0.9359981
01e7fed16d2ea510bec1cad53e7069c0_c1bdf3c48b1425c04a0486c70c21c2e3.png,151,1568,1268,2045,0.9235723
020111fc6dcc2788d576d96867fccdfe_3326f713b6f96f691e16abf6c62e8d59.png,0,0,1488,712,0.93908256
020111fc6dcc2788d576d96867fccdfe_92ac374d4fba573b49489862fd94ba42.png,133,1499,1480,2044,0.95247895
020111fc6dcc2788d576d96867fccdfe_bbc02c7b51f36ea39d9a65122164eaf8.png,0,1341,1409,2043,0.91042477
020111fc6dcc2788d576d96867fccdfe_ddfe9ee47563db55b0fe2fa5d1429f04.png,165,0,1544,666,0.957623
020277fa1a755e94e6daff607559f837_3a910fcc2f3a979fa24de560199b4935.png,478,1046,1890,2042,0.9142039
020277fa1a755e94e6daff607559f837_43307922e0c4bac00d54da59094fe7ae.png,29,1,1929,1075,0.9432583
020277fa1a755e94e6daff607559f837_6240bfbe9fa77778c452381acd353fff.png,44,4,1915,1093,0.9619848
020277fa1a755e94e6daff607559f837_8ae348f705feb1dae2aa587c7d374813.png,24,889,1781,2046,0.958611
020fb13ada43661951e3cbdf48502914_175a3e66eccf3cabb5dd92745aff8f67.png,58,1,1492,476,0.8914646
020fb13ada43661951e3cbdf48502914_2dd1b1a043e7c3a50ef6c3d119c3652a.png,345,1640,1442,2045,0.93677706
020fb13ada43661951e3cbdf48502914_a1c475bdf83ef4d3387214524778b8c8.png,434,0,1537,455,0.9306027
020fb13ada43661951e3cbdf48502914_c6d3f123e31c7b258c90a243141c535f.png,1,1579,1512,2042,0.89023685
02168046f4f6acc686d124802dc94a78_4c08f814803e913ac145455f62b3945f.png,305,1,1485,508,0.8980037
02168046f4f6acc686d124802dc94a78_5e759d65dcdc06dad3645ebb8606cb82.png,390,1,1527,532,0.94400746
02168046f4f6acc686d124802dc94a78_6047d317d3fa5296cfa537e1c9d95649.png,69,1430,1611,2044,0.8825489
02168046f4f6acc686d124802dc94a78_69ad0e1b8d2e6c20731efb53e776abf7.png,415,1444,1513,2043,0.9385842
022aeb154d895d7575349313ad161b7a_7cf4b45fc93b802b1ab2cebf6b77a41f.png,117,1297,1382,2043,0.95556766
022aeb154d895d7575349313ad161b7a_c252aaa4d5055f20fafe9b088a24a3f9.png,56,0,1574,756,0.94988847
022aeb154d895d7575349313ad161b7a_d51d930e324e24212b1600f63ecb3aff.png,375,0,1594,699,0.9506174
022aeb154d895d7575349313ad161b7a_f56d404d3dab0679f9b88430c4d7fd1e.png,0,1215,1431,2042,0.93631
0235ca5feed683d1a7d3bb7960dfb697_03d4be3d0b52e8983c433d5761412ce6.png,159,0,1555,771,0.95421374
0235ca5feed683d1a7d3bb7960dfb697_806ce2ed638cce88558628e33e8f1d6b.png,137,1224,1565,2044,0.9448439
0235ca5feed683d1a7d3bb7960dfb697_d56c74d86bec7e01e79939397f17b354.png,101,1,1533,817,0.9317343
0235ca5feed683d1a7d3bb7960dfb697_e0ab4041d21e6e76ee8f910cbf0ea049.png,180,1201,1606,2041,0.936826
0246c6050121c176d2e8fcf91f22f926_0dbc1663eceef924f0f339604af18364.png,116,2,1731,770,0.94807494
0246c6050121c176d2e8fcf91f22f926_1dfccf26f76424a9eaf4ea6b7cb27f72.png,72,1240,1809,2042,0.939724
0246c6050121c176d2e8fcf91f22f926_561f6d752441850e03afcc954b8def7f.png,358,1476,1695,2046,0.9513006
0246c6050121c176d2e8fcf91f22f926_b5b4758224e6a66a587182fcdc5f1f1d.png,191,0,1592,605,0.95629734
0248b2a2e617bea3174d5c0d926c4d58_2ee6cc34b802b820411b0cdff50f26ef.png,354,0,1642,815,0.94633424
0248b2a2e617bea3174d5c0d926c4d58_33b81ab447478212f36d23089b62b935.png,414,1265,1687,2045,0.9406742
0248b2a2e617bea3174d5c0d926c4d58_38cf0c1d5b66b44285bb41c02a6bb6de.png,95,1282,1621,2045,0.936551
0248b2a2e617bea3174d5c0d926c4d58_98ffe0bc3bff61a973e0fc662d8dbbca.png,57,3,1595,799,0.9343365
0249157fa6d11ec6c50d9887fc5d0d5b_59f173349aa902abf6e2a9961b5d7f71.png,14,1434,1488,2044,0.8854281
0249157fa6d11ec6c50d9887fc5d0d5b_8e8f86bddd86b91b25719716edc33a80.png,14,1,1418,686,0.9092484
0249157fa6d11ec6c50d9887fc5d0d5b_a6fa1489f0488948b698558b0ae58784.png,331,1405,1506,2044,0.9434874
0249157fa6d11ec6c50d9887fc5d0d5b_b46ec1f9837aa04191b8854b15821d7c.png,460,0,1660,644,0.93710226
0283ad8039aed93bb565b2f812b5efa0_76287c18e3aca63539c4cdf70551567f.png,382,0,1557,684,0.91223407
0283ad8039aed93bb565b2f812b5efa0_7a49c84d9c197f8c74ecfeb336dbccc3.png,295,0,1581,735,0.9402672
0283ad8039aed93bb565b2f812b5efa0_7c3bf9006349f054b89233d30254b74e.png,166,1449,1583,2046,0.9403058
0283ad8039aed93bb565b2f812b5efa0_9e3e013cbdc55e5b7b2c26e20d7c48a1.png,246,1404,1562,2042,0.86615396
02a306f125729d279538ea3dde4f262a_45be4204429090f71b39c34953c6433b.png,19,1143,1545,2042,0.9462273
02a306f125729d279538ea3dde4f262a_62920323da267f6a7c30adf394aa05c4.png,65,4,1625,921,0.9563397
02a306f125729d279538ea3dde4f262a_a35b8986274c675c008ec264d25bf0fd.png,484,0,1857,761,0.9593265
02a306f125729d279538ea3dde4f262a_a8d69c109fb59f9b20d3f60bf727b6f7.png,286,1293,1667,2044,0.95024115
02a3aa52d69cf2f7af06bdb282ea033c_77235aeca341b95f6388bad764501417.png,392,0,1504,498,0.93925756
02a3aa52d69cf2f7af06bdb282ea033c_8be986fb945c9cc443e0b8a8f1795363.png,373,0,1564,411,0.9297197
02a3aa52d69cf2f7af06bdb282ea033c_9942349d44d675d7cdd976d6026e03ba.png,389,1593,1480,2045,0.93203104
02a3aa52d69cf2f7af06bdb282ea033c_bcd1f7e81a9813c28d3e050f9b607743.png,395,1586,1693,2042,0.90465784
02a81caa1a8100ee14b51ef08d5ee0e8_1fb97cd12cb2924da2ffbebd7a16ba00.png,300,1151,1838,2046,0.94539636
02a81caa1a8100ee14b51ef08d5ee0e8_9d167c24780aabffdf7a167f3e99406c.png,155,1,1717,864,0.9623603
02a81caa1a8100ee14b51ef08d5ee0e8_9d9b8d1cc57878de4e26a13e425ebfdb.png,53,6,1968,941,0.8742587
02a81caa1a8100ee14b51ef08d5ee0e8_df6b424d9b4d6d7f86396c1c19420e3e.png,71,1014,1930,2045,0.93542826
02bd0bd83c6d9fedc49b0df6ecd952c6_a983c256635655ed394ed6805abf0499.png,17,1,1645,998,0.9559319
02bd0bd83c6d9fedc49b0df6ecd952c6_c4a59146a1f5b9e2aca090815381c420.png,66,1,1904,1014,0.9498484
02bd0bd83c6d9fedc49b0df6ecd952c6_c55d0f94debcf5715bb7e8328da44ccd.png,404,1024,1884,2052,0.8715182
02bd0bd83c6d9fedc49b0df6ecd952c6_ebdd8d364340bcabd71e34e5eda92099.png,58,951,1801,2046,0.95034933
02c9621d5af7d0485e20c071f605678c_269f223876d08497d8fc03db3be7d6ac.png,78,0,1509,590,0.9430858
02c9621d5af7d0485e20c071f605678c_3a69cb46471f1417f099a177608cd5c1.png,122,1440,1523,2046,0.93623155
02c9621d5af7d0485e20c071f605678c_40344cff30da62d2e72446944c156932.png,49,1403,1558,2041,0.9362668
02c9621d5af7d0485e20c071f605678c_79e77d8970afba94e7f03fe465153890.png,99,0,1451,576,0.94118965
02dba952e4ef2cf35613761a64bbc751_1246963cc624ac0b8a2fd974f463a825.png,297,1328,1639,2045,0.93287265
02dba952e4ef2cf35613761a64bbc751_723ba02a1a301b9e6e3689e4a349a32f.png,276,1319,1540,2044,0.93887246
